Gene	adj.P.Val	logFC	Regulation
ILMN_1779517	2.49811454310207e-09	1.01425386441974	Upregulated
ILMN_1689212	2.53501704751108e-09	-1.13936614328994	Downregulated
ILMN_1790052	2.53804693843758e-09	-1.07230573361904	Downregulated
ILMN_1726720	2.54254840454058e-09	1.12948830747793	Upregulated
ILMN_2151281	2.59612217651199e-09	-1.32188346108627	Downregulated
ILMN_1798030	2.62037707582307e-09	1.37247275964336	Upregulated
ILMN_2135944	2.67678967237303e-09	-1.20254854067529	Downregulated
ILMN_1672660	2.70565379295499e-09	-1.09076562717043	Downregulated
ILMN_1681949	2.70992047147214e-09	-1.16968318780311	Downregulated
ILMN_1796734	2.72156973930214e-09	-1.49280218129723	Downregulated
ILMN_1691494	2.72938098949784e-09	3.13257119362483	Upregulated
ILMN_1675117	2.79209441073701e-09	-1.27884673372265	Downregulated
ILMN_2051373	2.85970352495824e-09	1.06430445622391	Upregulated
ILMN_2302118	2.86065830394412e-09	-1.22249672401779	Downregulated
ILMN_1787127	2.89543328334409e-09	-1.03386738392336	Downregulated
ILMN_1775743	2.96920585647076e-09	-1.14380233497902	Downregulated
ILMN_1771333	2.99525779048048e-09	-1.13914052099592	Downregulated
ILMN_1670306	2.99525779048048e-09	-2.3023488518179	Downregulated
ILMN_1778595	3.08154330717698e-09	-1.00925671218633	Downregulated
ILMN_1667893	3.11615644225265e-09	-1.14973558243903	Downregulated
ILMN_1750093	3.12207515233692e-09	1.0809059955032	Upregulated
ILMN_1656951	3.15279998604679e-09	-1.06753748109805	Downregulated
ILMN_2213834	3.16552490530608e-09	1.33096189871594	Upregulated
ILMN_1674941	3.19778092751612e-09	-1.21753908918955	Downregulated
ILMN_1800091	3.22143776366186e-09	-1.29451535360636	Downregulated
ILMN_1702835	3.22143776366186e-09	-1.35606319538476	Downregulated
ILMN_1755926	3.2359037464789e-09	-1.18447161816311	Downregulated
ILMN_2279834	3.27319924932394e-09	1.49185454955692	Upregulated
ILMN_1769201	3.30369714905845e-09	1.04410328311823	Upregulated
ILMN_1700067	3.32952412072772e-09	-1.09252738446219	Downregulated
ILMN_1761314	3.33289888370568e-09	-1.06905202634996	Downregulated
ILMN_1746359	3.41482731437674e-09	-1.23586366869936	Downregulated
ILMN_1759513	3.53861861177452e-09	-1.15394684323679	Downregulated
ILMN_1787567	3.61177650121514e-09	-1.38257722883604	Downregulated
ILMN_1695706	3.61217001510957e-09	-1.18367127344283	Downregulated
ILMN_1743402	3.61836874318497e-09	1.01847228402965	Upregulated
ILMN_2321931	3.63221593311285e-09	1.15216074440584	Upregulated
ILMN_1792256	3.70912392881687e-09	-1.33014787931417	Downregulated
ILMN_1802615	3.73723078649048e-09	-1.04647245396819	Downregulated
ILMN_2078599	3.74999453428467e-09	-1.43046768553389	Downregulated
ILMN_1707804	3.85588029308635e-09	-1.02757205228017	Downregulated
ILMN_1750563	3.88382857919756e-09	1.08770015008449	Upregulated
ILMN_1801377	3.88432858788036e-09	1.51330464003251	Upregulated
ILMN_2204909	3.92230237053349e-09	1.67740589986624	Upregulated
ILMN_1784320	3.96098627712381e-09	-1.10064163126806	Downregulated
ILMN_2150465	4.02301486203672e-09	1.24393721670303	Upregulated
ILMN_1806023	4.02646545761507e-09	-1.25427785358282	Downregulated
ILMN_1776953	4.06885788159016e-09	-1.38728123723741	Downregulated
ILMN_1783149	4.08705867447075e-09	-1.03153856491389	Downregulated
ILMN_1904980	4.15265528369602e-09	1.55570131198731	Upregulated
ILMN_1796629	4.29435350259206e-09	-1.12500236626053	Downregulated
ILMN_2294978	4.32822356083138e-09	-1.32664247947339	Downregulated
ILMN_1760414	4.34692157316567e-09	-1.45219259729593	Downregulated
ILMN_2413158	4.43971369809167e-09	-1.22125559084871	Downregulated
ILMN_2410612	4.48744487337274e-09	-1.93775799925224	Downregulated
ILMN_1675939	4.60956852212607e-09	-1.14814679690778	Downregulated
ILMN_1740015	4.62030464967609e-09	-1.27257427296466	Downregulated
ILMN_1654411	4.68148915677224e-09	-1.20929964672537	Downregulated
ILMN_1723962	4.71674644450084e-09	-1.19278107692484	Downregulated
ILMN_1737604	4.87263329055819e-09	-1.34540591380391	Downregulated
ILMN_1684054	5.05102057776303e-09	-1.04545278656529	Downregulated
ILMN_1705685	5.05381593920242e-09	-1.03429000808933	Downregulated
ILMN_1785703	5.07991279801286e-09	1.59046603966094	Upregulated
ILMN_1713182	5.12621883905754e-09	-1.49954484283522	Downregulated
ILMN_2374352	5.17615006458198e-09	1.01744608105024	Upregulated
ILMN_2239772	5.24296081565437e-09	-1.19017430423939	Downregulated
ILMN_2371458	5.44147630647432e-09	-1.29453473028024	Downregulated
ILMN_1664861	5.45397514096385e-09	-1.7642129353279	Downregulated
ILMN_1673773	5.48514878214305e-09	-1.24939376236071	Downregulated
ILMN_1810752	5.49717330062043e-09	-1.9046042805921	Downregulated
ILMN_1800512	5.53189425932063e-09	-1.06119449422114	Downregulated
ILMN_1681503	5.55154199109598e-09	1.06983953801777	Upregulated
ILMN_2359306	5.56992007433731e-09	-1.36138063450311	Downregulated
ILMN_1796423	5.62602951872887e-09	-1.9048751657334	Downregulated
ILMN_2235745	5.81336096327441e-09	1.5751370955848	Upregulated
ILMN_2222101	5.84139299801231e-09	1.3411058652754	Upregulated
ILMN_1663665	5.85005633645496e-09	-1.06617102766	Downregulated
ILMN_1689655	5.91317098250549e-09	-1.21557922612709	Downregulated
ILMN_1721204	5.9794256262603e-09	1.20882803185876	Upregulated
ILMN_2409062	5.99519347142514e-09	-1.06360014793148	Downregulated
ILMN_1793859	6.24660336300244e-09	-1.38581064517542	Downregulated
ILMN_2188264	6.33968131904926e-09	-1.38971109551712	Downregulated
ILMN_1802539	6.4112475184801e-09	-1.09772927604184	Downregulated
ILMN_1803838	6.48106911395316e-09	1.05169073165833	Upregulated
ILMN_1779324	6.55140115753005e-09	-1.11019194388821	Downregulated
ILMN_1680279	6.56680580256519e-09	1.4644569757885	Upregulated
ILMN_1787673	6.59469755908595e-09	-1.50088921534841	Downregulated
ILMN_2410929	6.60202396066929e-09	-1.36971696664703	Downregulated
ILMN_2170949	6.62819310969508e-09	-1.0521276092477	Downregulated
ILMN_1688490	6.82998328090643e-09	1.20358685658629	Upregulated
ILMN_1656868	6.9560673782894e-09	1.18946048979068	Upregulated
ILMN_2078724	6.97926199634328e-09	1.49073683282787	Upregulated
ILMN_1669898	7.04415058282192e-09	-1.03301636836844	Downregulated
ILMN_2110751	7.16242135803537e-09	1.59025675512145	Upregulated
ILMN_1768110	7.16657479448266e-09	-1.45994025484638	Downregulated
ILMN_1680652	7.29001798511423e-09	-1.37332435926436	Downregulated
ILMN_1657683	7.346978432712e-09	-1.29781817915095	Downregulated
ILMN_2109197	7.41428398285974e-09	-1.37895598468649	Downregulated
ILMN_1812105	7.41538502356718e-09	1.34488806867529	Upregulated
ILMN_1671971	7.52477630339881e-09	1.31970292246534	Upregulated
ILMN_1762825	7.53885515708456e-09	-1.14739377362414	Downregulated
ILMN_1873034	7.63947510563685e-09	-1.10369485508523	Downregulated
ILMN_2371724	7.79407615914883e-09	1.07565176388136	Upregulated
ILMN_2073543	7.81450446010385e-09	1.44018399936307	Upregulated
ILMN_1803824	7.830227579967e-09	1.05009313996365	Upregulated
ILMN_1898518	7.93432646291919e-09	-1.09152023130819	Downregulated
ILMN_1666536	7.94145447750411e-09	-1.89591541752671	Downregulated
ILMN_1733627	7.97095646256366e-09	-1.20171559782429	Downregulated
ILMN_1870457	7.97483966701872e-09	1.08725700529689	Upregulated
ILMN_1656927	8.17557771601144e-09	-1.0476003400604	Downregulated
ILMN_2246548	8.33542195253522e-09	1.2052743131216	Upregulated
ILMN_2374036	8.36457249955658e-09	-1.0311185230368	Downregulated
ILMN_1775170	8.40735542303082e-09	-1.63866248365569	Downregulated
ILMN_1745954	8.58814199925341e-09	-1.0144988594821	Downregulated
ILMN_1651554	8.66020413710284e-09	-1.24928859453731	Downregulated
ILMN_2285996	8.75284345752929e-09	1.11620702615907	Upregulated
ILMN_1714433	8.75931703043037e-09	1.30105692738347	Upregulated
ILMN_2400759	8.77555976176916e-09	-1.48412459941498	Downregulated
ILMN_1748642	8.77555976176916e-09	-1.0571434595117	Downregulated
ILMN_2048811	8.77555976176916e-09	1.29322133743374	Upregulated
ILMN_2088437	8.8133827040184e-09	-1.32463644568878	Downregulated
ILMN_2206188	8.8201753555251e-09	1.56926478239512	Upregulated
ILMN_1808196	8.97141141354907e-09	-1.32871317544797	Downregulated
ILMN_2348788	9.12618197340544e-09	-1.35807617521924	Downregulated
ILMN_1696974	9.19687185443211e-09	-1.25097968030043	Downregulated
ILMN_1733811	9.21157204606017e-09	1.10298757136647	Upregulated
ILMN_2405684	9.2375614843458e-09	1.14301512843349	Upregulated
ILMN_1785902	9.26673272280814e-09	-1.41874918090118	Downregulated
ILMN_1739161	9.42309172300377e-09	-1.12521526274562	Downregulated
ILMN_1700183	9.55431318212469e-09	-1.1383854010102	Downregulated
ILMN_2176882	9.56981535025932e-09	1.44228456144323	Upregulated
ILMN_2270845	9.62048652815404e-09	1.33706159064846	Upregulated
ILMN_2262275	9.75209773605622e-09	1.2533559474549	Upregulated
ILMN_2239754	9.8975018931094e-09	-1.15278095101929	Downregulated
ILMN_1805668	9.9002555981413e-09	1.06630891778279	Upregulated
ILMN_1798804	9.94614531735685e-09	1.00593918032672	Upregulated
ILMN_2360415	9.96130467915207e-09	-1.43966489726318	Downregulated
ILMN_1657701	1.01724068890183e-08	1.01212780756389	Upregulated
ILMN_1716237	1.03495674685224e-08	-1.1280729779638	Downregulated
ILMN_1702691	1.05035275251293e-08	-1.12300614826475	Downregulated
ILMN_1790533	1.05667436790989e-08	-1.29392533174249	Downregulated
ILMN_1737205	1.06613644941396e-08	1.15377100460032	Upregulated
ILMN_1703955	1.08051571033365e-08	1.23742342852135	Upregulated
ILMN_1748840	1.09021168629385e-08	-1.3457284146051	Downregulated
ILMN_1654322	1.11074896251067e-08	-1.13149689417011	Downregulated
ILMN_1669362	1.11547616562468e-08	-1.81046578459571	Downregulated
ILMN_1815666	1.12126602702708e-08	1.12193657060488	Upregulated
ILMN_2378100	1.13414954521238e-08	-1.17578035221352	Downregulated
ILMN_2290618	1.13432652718263e-08	-1.17558849150559	Downregulated
ILMN_1769876	1.1442861081906e-08	-1.07978380007376	Downregulated
ILMN_1717261	1.17129618590344e-08	-1.47049070897914	Downregulated
ILMN_2190779	1.19027900679474e-08	1.26607923774463	Upregulated
ILMN_1671661	1.2069858570701e-08	1.43857721227005	Upregulated
ILMN_1798581	1.21931880103109e-08	1.13969466647555	Upregulated
ILMN_1815745	1.222912136265e-08	1.01831852561529	Upregulated
ILMN_1869897	1.26350229089651e-08	-1.02225467255702	Downregulated
ILMN_1764500	1.29372865093808e-08	-1.16628067930297	Downregulated
ILMN_2165289	1.30441679685168e-08	-1.03880638284375	Downregulated
ILMN_2380938	1.30929296374568e-08	1.20672697001052	Upregulated
ILMN_2294976	1.36897055820597e-08	-1.2409673022614	Downregulated
ILMN_1810225	1.38281746527553e-08	1.00717697379264	Upregulated
ILMN_2096970	1.39162439374305e-08	1.26264999163997	Upregulated
ILMN_2105441	1.43487130571712e-08	-1.73771940527118	Downregulated
ILMN_1657087	1.47528330264607e-08	-1.68953640625139	Downregulated
ILMN_1740180	1.48822245593306e-08	-1.11805539329441	Downregulated
ILMN_1678533	1.49025621432591e-08	-2.29560916411989	Downregulated
ILMN_2149815	1.49027319314202e-08	-1.01059230843986	Downregulated
ILMN_2075794	1.54743239111689e-08	1.53573412728472	Upregulated
ILMN_2282641	1.55840528237227e-08	-1.06402573678023	Downregulated
ILMN_1715543	1.5805436237637e-08	-1.08553788187291	Downregulated
ILMN_1701314	1.59788349393437e-08	1.00759872736609	Upregulated
ILMN_1688892	1.63601888932607e-08	-1.00221743275424	Downregulated
ILMN_1791328	1.63901136656243e-08	1.041555876011	Upregulated
ILMN_2406035	1.67418751122851e-08	-1.22876670828709	Downregulated
ILMN_1674811	1.68713826210689e-08	-1.01771236105578	Downregulated
ILMN_2337974	1.68932354319376e-08	-1.06138665719331	Downregulated
ILMN_1793616	1.71506720683998e-08	-1.02032550090368	Downregulated
ILMN_1694280	1.7233244187428e-08	-1.13795340667048	Downregulated
ILMN_1725090	1.74731282527548e-08	1.56120108120654	Upregulated
ILMN_2407851	1.74732547877459e-08	1.46506350375576	Upregulated
ILMN_1768483	1.75573818874196e-08	-1.12616114209457	Downregulated
ILMN_2059173	1.85877993094296e-08	1.31704568272693	Upregulated
ILMN_1913678	1.86157809126868e-08	-1.09318010338359	Downregulated
ILMN_2106380	1.87745666691798e-08	1.27636262864378	Upregulated
ILMN_1779252	1.90416817006497e-08	-1.13639634441051	Downregulated
ILMN_2194852	1.92322377212356e-08	1.11201729666482	Upregulated
ILMN_1692145	1.95288407587539e-08	1.41030473453804	Upregulated
ILMN_1765701	1.96090749331415e-08	-1.52798957545304	Downregulated
ILMN_2210386	1.97494855701086e-08	1.39662531631511	Upregulated
ILMN_1759563	1.97762976219866e-08	1.04390019741028	Upregulated
ILMN_1760727	1.98199505349348e-08	-1.2215287583371	Downregulated
ILMN_1809750	1.9887413792682e-08	1.14299079061188	Upregulated
ILMN_1801864	1.98930992906311e-08	-1.2506502784361	Downregulated
ILMN_2301624	2.04332569941855e-08	-1.01888004088063	Downregulated
ILMN_2117569	2.11361247530007e-08	1.41365933551577	Upregulated
ILMN_1690443	2.14291957989306e-08	1.05480153673499	Upregulated
ILMN_1790692	2.17244799374793e-08	-1.42663014023734	Downregulated
ILMN_1678493	2.18348008853833e-08	-1.17664160762311	Downregulated
ILMN_2342455	2.25128125772238e-08	1.09262091725728	Upregulated
ILMN_1784554	2.25998379144419e-08	1.25252916860037	Upregulated
ILMN_1708779	2.27247361282454e-08	-1.11975047110122	Downregulated
ILMN_1758128	2.3152768728003e-08	-1.10147019330351	Downregulated
ILMN_1705750	2.33656485429517e-08	-1.36406201387435	Downregulated
ILMN_1690237	2.33747861159111e-08	1.00295032769445	Upregulated
ILMN_2070052	2.36496976695907e-08	1.16531545549855	Upregulated
ILMN_1669523	2.38828505682074e-08	-1.78492113497542	Downregulated
ILMN_2188119	2.44273088858216e-08	1.20266305549274	Upregulated
ILMN_1811702	2.44546269087823e-08	-1.04438425266196	Downregulated
ILMN_2384122	2.55488083984054e-08	1.31323379777655	Upregulated
ILMN_1741133	2.56383573636828e-08	1.23979270912976	Upregulated
ILMN_1679041	2.56681224288283e-08	-1.03538164199624	Downregulated
ILMN_1755937	2.61809062348461e-08	-1.02261740300601	Downregulated
ILMN_1756806	2.62505745503498e-08	-1.13262842329438	Downregulated
ILMN_2070896	2.6292868649092e-08	-1.16001488195228	Downregulated
ILMN_1765258	2.63526553794351e-08	-1.07067810635049	Downregulated
ILMN_2374244	2.64713035715814e-08	1.0641449219009	Upregulated
ILMN_1682599	2.68718643865066e-08	-1.25820914964373	Downregulated
ILMN_2154322	2.70667661149019e-08	1.62443482598547	Upregulated
ILMN_1693789	2.71717649058812e-08	1.37484420038916	Upregulated
ILMN_1764850	2.71717649058812e-08	-1.05172994584312	Downregulated
ILMN_1694268	2.73285990508843e-08	1.1740472091379	Upregulated
ILMN_1681737	2.73971582329597e-08	-1.26115334863563	Downregulated
ILMN_2225144	2.7934511563811e-08	-1.14430992326898	Downregulated
ILMN_1792473	2.82020849674664e-08	-1.11974590132433	Downregulated
ILMN_2273224	2.89043097509086e-08	1.09077907563329	Upregulated
ILMN_2285713	2.90513265888013e-08	1.49081153302376	Upregulated
ILMN_1773352	2.93193881824654e-08	-1.17609108350785	Downregulated
ILMN_1665775	2.94367066964473e-08	-1.10954532302074	Downregulated
ILMN_2207505	3.09290562471443e-08	1.26486720766239	Upregulated
ILMN_2361104	3.09905298566786e-08	1.14074111418163	Upregulated
ILMN_2155322	3.18030236918082e-08	1.14986780859247	Upregulated
ILMN_1691364	3.19002400389411e-08	1.10268643721439	Upregulated
ILMN_1794399	3.19530887260842e-08	-1.03951727950096	Downregulated
ILMN_1654946	3.21380550953457e-08	-1.0565085557621	Downregulated
ILMN_1763670	3.22452028572955e-08	-1.0195323745796	Downregulated
ILMN_2175094	3.23124729614806e-08	1.23587118262976	Upregulated
ILMN_2107004	3.23150723279501e-08	1.37426669042429	Upregulated
ILMN_1655422	3.23975789013831e-08	-1.29397144256574	Downregulated
ILMN_1763666	3.35618525637101e-08	1.04836189786232	Upregulated
ILMN_2073307	3.38367642936306e-08	1.11448151410108	Upregulated
ILMN_1703108	3.41707221918573e-08	-1.31311617246752	Downregulated
ILMN_1715748	3.46754883591869e-08	-1.22618377440439	Downregulated
ILMN_1772492	3.56912010732025e-08	1.23222283859388	Upregulated
ILMN_2212823	3.64791723122946e-08	1.28920741365662	Upregulated
ILMN_1861270	3.68165406523445e-08	1.10275665942053	Upregulated
ILMN_1738147	3.76492575538038e-08	-1.05099246751824	Downregulated
ILMN_1849013	3.76525365093539e-08	-1.20382989350593	Downregulated
ILMN_1800008	3.76777639703201e-08	-1.14443890857057	Downregulated
ILMN_2117508	3.76777639703201e-08	1.05792627884768	Upregulated
ILMN_1770940	3.81634419718345e-08	1.14197077426976	Upregulated
ILMN_1769071	3.8643921055268e-08	1.04613722843092	Upregulated
ILMN_1802252	3.98901213024175e-08	1.03119650900071	Upregulated
ILMN_1772218	3.98901213024175e-08	-1.31355921008685	Downregulated
ILMN_1685009	3.998484566673e-08	-1.16625143480928	Downregulated
ILMN_1741688	4.0531209352163e-08	-1.04280939731965	Downregulated
ILMN_2091123	4.11900065468927e-08	1.23040921783014	Upregulated
ILMN_2215382	4.19868762908856e-08	1.29363469067587	Upregulated
ILMN_2162253	4.26047622676087e-08	1.37400682851097	Upregulated
ILMN_1857081	4.48349877821591e-08	1.0206007014487	Upregulated
ILMN_2109489	4.49240769934134e-08	-1.1679968258177	Downregulated
ILMN_2161286	4.56480229092569e-08	1.15764699430439	Upregulated
ILMN_2227495	4.57368894669435e-08	1.19501394827491	Upregulated
ILMN_1693341	4.61302948380956e-08	-1.16573785800802	Downregulated
ILMN_1736008	4.65194096550969e-08	1.2683919665551	Upregulated
ILMN_1677198	4.70792451365772e-08	-1.3465710186504	Downregulated
ILMN_2334210	4.74061265586792e-08	1.33224421953785	Upregulated
ILMN_1788203	4.74083474774483e-08	-1.35211861176442	Downregulated
ILMN_1900734	4.96079241256452e-08	1.49212356091434	Upregulated
ILMN_1815578	4.97735931404164e-08	1.13308743374601	Upregulated
ILMN_2078547	5.0808712827878e-08	1.47060466332449	Upregulated
ILMN_2105573	5.13284905568471e-08	-1.24581004533258	Downregulated
ILMN_2066066	5.25806049735221e-08	-1.07758374067009	Downregulated
ILMN_1803429	5.27256169157881e-08	-1.19009048566196	Downregulated
ILMN_2147306	5.33300682534035e-08	-1.02432590702696	Downregulated
ILMN_1777170	5.35890690293043e-08	-1.77677867662313	Downregulated
ILMN_2313672	5.43983902253197e-08	-1.24851429652648	Downregulated
ILMN_1660439	5.47672193569313e-08	-1.2510537149029	Downregulated
ILMN_2065773	5.57458103964522e-08	1.50693929370104	Upregulated
ILMN_2162367	5.61886383112887e-08	1.34142269470136	Upregulated
ILMN_1724480	5.68688013157618e-08	-1.2067619969804	Downregulated
ILMN_2058795	5.72056654304568e-08	-1.18762475352645	Downregulated
ILMN_1738491	5.81329854469448e-08	-1.13636780557367	Downregulated
ILMN_2288483	5.90923989365217e-08	1.32458708592252	Upregulated
ILMN_2336609	5.93927656583184e-08	1.03141703250003	Upregulated
ILMN_1717934	5.99418151413138e-08	-1.09006142850689	Downregulated
ILMN_1769388	6.05538132847949e-08	1.0181936840407	Upregulated
ILMN_2115490	6.08266173501865e-08	1.11689552034609	Upregulated
ILMN_2340259	6.09413732088189e-08	-1.08978614350999	Downregulated
ILMN_2061419	6.13999161439129e-08	1.28582828170508	Upregulated
ILMN_2113738	6.14288543867805e-08	1.29505843854499	Upregulated
ILMN_1814039	6.20365411641104e-08	1.00603834273935	Upregulated
ILMN_1722492	6.22304157088416e-08	1.27543921772431	Upregulated
ILMN_2077008	6.2408571952141e-08	-1.0324648564831	Downregulated
ILMN_1812031	6.24928141161311e-08	-1.06156302477874	Downregulated
ILMN_1812297	6.4417895760988e-08	-1.04429142633712	Downregulated
ILMN_1789599	6.53793483463794e-08	-1.09332994712849	Downregulated
ILMN_1654320	6.56583627853144e-08	1.10149687644199	Upregulated
ILMN_2366634	6.64347940498181e-08	1.10620855360236	Upregulated
ILMN_1691846	6.88822393695557e-08	-1.0048263124549	Downregulated
ILMN_2063586	6.89238588100418e-08	-1.25485214462731	Downregulated
ILMN_1737184	6.97170404694409e-08	1.32186308906271	Upregulated
ILMN_2117809	7.02550671667334e-08	1.20638580840215	Upregulated
ILMN_2342579	7.07752710836598e-08	-1.34362267172883	Downregulated
ILMN_2228196	7.10987112239553e-08	1.08446333805069	Upregulated
ILMN_2059689	7.29496747074582e-08	1.01138390515861	Upregulated
ILMN_1742456	7.56248232323093e-08	-1.03393954851408	Downregulated
ILMN_1811836	7.63752580986342e-08	-1.01075782724645	Downregulated
ILMN_2123312	7.67040928875161e-08	1.0904219002382	Upregulated
ILMN_1672443	7.92653387612361e-08	-1.18267738288777	Downregulated
ILMN_1704154	8.09513106594248e-08	-1.24516418808764	Downregulated
ILMN_2049364	8.19621189416196e-08	1.34944250048032	Upregulated
ILMN_1661266	8.25692603081794e-08	-1.31499366598952	Downregulated
ILMN_1710740	8.33696369816775e-08	-1.25844173948992	Downregulated
ILMN_2276758	8.33696369816775e-08	1.18767228896805	Upregulated
ILMN_1784602	8.36208569691467e-08	-1.0611791827336	Downregulated
ILMN_1659923	8.36437053314727e-08	-1.03254385726546	Downregulated
ILMN_2381537	8.53263122764493e-08	1.03209417192988	Upregulated
ILMN_1757074	8.82906609451223e-08	-1.28880609096471	Downregulated
ILMN_1776602	9.36989783668223e-08	-1.39515537063261	Downregulated
ILMN_1855278	9.49110332222826e-08	1.01506215365365	Upregulated
ILMN_2219618	9.52641543633709e-08	1.30710385937035	Upregulated
ILMN_1912662	9.69337026283233e-08	1.44088790843603	Upregulated
ILMN_2313889	9.88307072201724e-08	1.39015980890589	Upregulated
ILMN_1727165	1.00688931448683e-07	1.20856119231264	Upregulated
ILMN_1720282	1.01142205750746e-07	1.46614435398478	Upregulated
ILMN_1695423	1.03011969527558e-07	-1.26891639722674	Downregulated
ILMN_1661443	1.04099922529045e-07	-1.06288519586251	Downregulated
ILMN_1720889	1.04723996226252e-07	-1.06911214938635	Downregulated
ILMN_1689176	1.06145708019731e-07	-1.42868176278223	Downregulated
ILMN_2363586	1.07066235014477e-07	-1.28899362961912	Downregulated
ILMN_1752502	1.10775920129917e-07	1.02300305742223	Upregulated
ILMN_2333670	1.12163711982468e-07	-1.45565171581003	Downregulated
ILMN_1762260	1.15765800105368e-07	-1.25515148719487	Downregulated
ILMN_2115949	1.16897571296688e-07	1.36625698026624	Upregulated
ILMN_1655614	1.17659417726486e-07	1.37862449679572	Upregulated
ILMN_1815773	1.20523958515821e-07	-1.08937222998833	Downregulated
ILMN_1711073	1.21196283051503e-07	1.00809058643556	Upregulated
ILMN_1840316	1.22910243277534e-07	-1.00757838919794	Downregulated
ILMN_1689842	1.27751288829639e-07	-1.07425233628102	Downregulated
ILMN_1694780	1.29972614677899e-07	-1.25673731908103	Downregulated
ILMN_1805737	1.30726927296756e-07	1.27782208683441	Upregulated
ILMN_1727309	1.33253164377741e-07	-1.06542132384162	Downregulated
ILMN_1687519	1.36297983144376e-07	-1.0449012363149	Downregulated
ILMN_2321153	1.43028776904205e-07	1.26659828210322	Upregulated
ILMN_1786024	1.43848647047137e-07	-1.15219886939526	Downregulated
ILMN_2082865	1.47534964339895e-07	-1.40143545223774	Downregulated
ILMN_2042771	1.60892283793823e-07	1.05557457685284	Upregulated
ILMN_2143427	1.61186813009969e-07	1.10968514903374	Upregulated
ILMN_1815552	1.61749830604055e-07	-1.01355682818469	Downregulated
ILMN_2360291	1.62919635336344e-07	1.09901228394113	Upregulated
ILMN_1762436	1.71051779773439e-07	-1.30039479009968	Downregulated
ILMN_1721876	1.73324269430548e-07	-1.01978442435876	Downregulated
ILMN_1741613	1.74033822549949e-07	-1.06893629797713	Downregulated
ILMN_2329914	1.78530545954764e-07	-1.18922441098008	Downregulated
ILMN_2387952	1.86585810078004e-07	-1.09253893072133	Downregulated
ILMN_1742025	1.87137747814021e-07	-1.23211383114858	Downregulated
ILMN_2346339	1.90458310042494e-07	-1.74445705508249	Downregulated
ILMN_2105253	1.90458310042494e-07	1.24405869061776	Upregulated
ILMN_1793598	1.96348327256198e-07	-1.02509313347663	Downregulated
ILMN_2055310	1.98028789221172e-07	1.19538258117221	Upregulated
ILMN_1798706	2.01198584698836e-07	-1.03935993158108	Downregulated
ILMN_1764709	2.04479424048972e-07	-1.10913396480057	Downregulated
ILMN_1653133	2.06816261913002e-07	-1.03458489645057	Downregulated
ILMN_1656537	2.0984855421408e-07	-1.45194790271353	Downregulated
ILMN_1657632	2.1017180729872e-07	-1.14272414716548	Downregulated
ILMN_2220187	2.10190396596989e-07	1.01548404038253	Upregulated
ILMN_1698732	2.4594754002233e-07	-1.14660128221186	Downregulated
ILMN_1724493	2.47257679951588e-07	-1.09869304386137	Downregulated
ILMN_1728799	2.47372086644379e-07	-1.24850553345091	Downregulated
ILMN_1671260	2.52947972982475e-07	-1.25212939738192	Downregulated
ILMN_2383107	2.56742122420876e-07	1.08016216858561	Upregulated
ILMN_2407389	2.56891081405803e-07	-1.23540427285189	Downregulated
ILMN_2290808	2.62177759841202e-07	-1.19687547667079	Downregulated
ILMN_1709795	2.62269753359882e-07	-1.12767195478691	Downregulated
ILMN_1741021	2.85310016323376e-07	-1.43385985660379	Downregulated
ILMN_1790529	2.89973101646532e-07	-1.33753016545653	Downregulated
ILMN_1683146	3.0214051294565e-07	-1.01583206058957	Downregulated
ILMN_1791483	3.02141618229913e-07	-1.11712806865469	Downregulated
ILMN_1728742	3.04438164129957e-07	-1.16344164498329	Downregulated
ILMN_2415979	3.06296760185189e-07	1.40022487551051	Upregulated
ILMN_2313378	3.14329808561191e-07	-1.05745395999371	Downregulated
ILMN_2311020	3.16782906590623e-07	1.2189716355821	Upregulated
ILMN_2249473	3.24221215608111e-07	1.03513482204965	Upregulated
ILMN_1692223	3.45442824784001e-07	1.56399373088013	Upregulated
ILMN_1772459	3.49771948740551e-07	-1.08424940215162	Downregulated
ILMN_1808249	3.83354933841881e-07	-1.4029377095652	Downregulated
ILMN_1651282	3.99412729888791e-07	1.33711744731528	Upregulated
ILMN_1800341	4.06570836991192e-07	1.41857149097995	Upregulated
ILMN_1715927	4.06812569646373e-07	1.29353254239252	Upregulated
ILMN_1657423	4.12692219097468e-07	-1.20056082783863	Downregulated
ILMN_1778202	4.34335101641029e-07	1.10873976692717	Upregulated
ILMN_1664608	4.38235528252851e-07	-1.02117925856016	Downregulated
ILMN_1731745	4.4124356186967e-07	-1.29982268022024	Downregulated
ILMN_1727087	4.41766230758478e-07	-1.21862165253006	Downregulated
ILMN_1773760	4.43105120982579e-07	1.11944440469588	Upregulated
ILMN_1751143	4.45032014910177e-07	-1.1266435008296	Downregulated
ILMN_1729117	4.48556523383753e-07	1.20657545639689	Upregulated
ILMN_2243516	4.57153400276655e-07	1.14176347018356	Upregulated
ILMN_2363392	4.65892748406992e-07	1.03487555875572	Upregulated
ILMN_1746494	4.67575482155416e-07	-1.0143110075888	Downregulated
ILMN_1762747	4.92766037091263e-07	-1.06244229213187	Downregulated
ILMN_1809817	4.93510751900083e-07	-1.23795790794221	Downregulated
ILMN_2392546	5.31250313625216e-07	1.10086490636736	Upregulated
ILMN_1782305	5.34699351927725e-07	-1.40523247886967	Downregulated
